,Country,Gender,Age,Year,Population
2822,Brazil,Total,Total,2011,578366.0
2825,Brazil,Total,15-24,2011,40975.0
2828,Brazil,Total,25-54,2011,201582.0
2831,Brazil,Total,55-64,2011,99641.0
2834,Brazil,Total,65+,2011,236168.0
2837,Brazil,Male,Total,2011,316132.0
2840,Brazil,Male,15-24,2011,21704.0
2843,Brazil,Male,25-54,2011,121210.0
2846,Brazil,Male,55-64,2011,51382.0
2849,Brazil,Male,65+,2011,121836.0
2852,Brazil,Female,Total,2011,262234.0
2855,Brazil,Female,15-24,2011,19271.0
2858,Brazil,Female,25-54,2011,80372.0
2861,Brazil,Female,55-64,2011,48259.0
2864,Brazil,Female,65+,2011,114332.0
2867,Brazil,Total,15+,2009,621753.0
2870,Brazil,Total,15-64,2009,365225.0
2873,Brazil,Total,15-24,2009,49149.0
2876,Brazil,Total,25+,2009,572604.0
2879,Brazil,Male,15+,2009,338301.0
2882,Brazil,Male,15-64,2009,210470.0
2885,Brazil,Male,15-24,2009,19904.0
2888,Brazil,Male,25+,2009,318397.0
2891,Brazil,Female,15+,2009,283452.0
2894,Brazil,Female,15-64,2009,154755.0
2897,Brazil,Female,15-24,2009,29245.0
2900,Brazil,Female,25+,2009,254207.0
2903,Brazil,Total,Total,2009,621753.0
2906,Brazil,Total,15-24,2009,49149.0
2909,Brazil,Total,25-54,2009,200462.0
2912,Brazil,Total,55-64,2009,115614.0
2915,Brazil,Total,65+,2009,256528.00000000003
2918,Brazil,Male,Total,2009,338301.0
2921,Brazil,Male,15-24,2009,19904.0
2924,Brazil,Male,25-54,2009,121690.0
2927,Brazil,Male,55-64,2009,68876.0
2930,Brazil,Male,65+,2009,127831.0
2933,Brazil,Female,Total,2009,283452.0
2936,Brazil,Female,15-24,2009,29245.0
2939,Brazil,Female,25-54,2009,78772.0
2942,Brazil,Female,55-64,2009,46738.0
2945,Brazil,Female,65+,2009,128697.0
2948,Brazil,Total,15+,2008,659992.0
2951,Brazil,Total,15-64,2008,378633.0
2954,Brazil,Total,15-24,2008,33697.0
2957,Brazil,Total,25+,2008,626295.0
2960,Brazil,Male,15+,2008,328299.0
2963,Brazil,Male,15-64,2008,195650.0
2966,Brazil,Male,15-24,2008,15285.0
2969,Brazil,Male,25+,2008,313014.0
2972,Brazil,Female,15+,2008,331693.0
2975,Brazil,Female,15-64,2008,182983.0
2978,Brazil,Female,15-24,2008,18412.0
2981,Brazil,Female,25+,2008,313281.0
2984,Brazil,Total,Total,2008,659992.0
2987,Brazil,Total,15-24,2008,33697.0
2990,Brazil,Total,25-54,2008,219755.0
2993,Brazil,Total,55-64,2008,125181.0
2996,Brazil,Total,65+,2008,281359.0
2999,Brazil,Male,Total,2008,328299.0
3002,Brazil,Male,15-24,2008,15285.0
3005,Brazil,Male,25-54,2008,117864.0
3008,Brazil,Male,55-64,2008,62501.0
3011,Brazil,Male,65+,2008,132649.0
3014,Brazil,Female,Total,2008,331693.0
3017,Brazil,Female,15-24,2008,18412.0
3020,Brazil,Female,25-54,2008,101891.0
3023,Brazil,Female,55-64,2008,62680.0
3026,Brazil,Female,65+,2008,148710.0
3029,Brazil,Total,15+,2007,619022.0
3032,Brazil,Total,15-64,2007,366360.0
3035,Brazil,Total,15-24,2007,39578.0
3038,Brazil,Total,25+,2007,579444.0
3041,Brazil,Male,15+,2007,334920.0
3044,Brazil,Male,15-64,2007,212667.0
3047,Brazil,Male,15-24,2007,18194.0
3050,Brazil,Male,25+,2007,316726.0
3053,Brazil,Female,15+,2007,284102.0
3056,Brazil,Female,15-64,2007,153693.0
3059,Brazil,Female,15-24,2007,21384.0
3062,Brazil,Female,25+,2007,262718.0
3065,Brazil,Total,Total,2007,619022.0
3068,Brazil,Total,15-24,2007,39578.0
3071,Brazil,Total,25-54,2007,219168.0
3074,Brazil,Total,55-64,2007,107614.0
3077,Brazil,Total,65+,2007,252662.0
3080,Brazil,Male,Total,2007,334920.0
3083,Brazil,Male,15-24,2007,18194.0
3086,Brazil,Male,25-54,2007,128454.00000000001
3089,Brazil,Male,55-64,2007,66019.0
3092,Brazil,Male,65+,2007,122253.0
3095,Brazil,Female,Total,2007,284102.0
3098,Brazil,Female,15-24,2007,21384.0
3101,Brazil,Female,25-54,2007,90714.0
3104,Brazil,Female,55-64,2007,41595.0
3107,Brazil,Female,65+,2007,130408.99999999999
3110,Brazil,Total,15+,2006,633430.0
3114,Brazil,Total,15-64,2006,372689.0
3118,Brazil,Total,15-24,2006,37071.0
3122,Brazil,Total,25+,2006,596359.0
3126,Brazil,Male,15+,2006,328782.0
3130,Brazil,Male,15-64,2006,208480.0
3133,Brazil,Male,15-24,2006,19840.0
3137,Brazil,Male,25+,2006,308942.0
3140,Brazil,Female,15+,2006,304648.0
3144,Brazil,Female,15-64,2006,164209.0
3147,Brazil,Female,15-24,2006,17231.0
3150,Brazil,Female,25+,2006,287417.0
3154,Brazil,Total,Total,2006,633430.0
3158,Brazil,Total,15-24,2006,37071.0
3162,Brazil,Total,25-54,2006,207103.0
3166,Brazil,Total,55-64,2006,128514.99999999999
3170,Brazil,Total,65+,2006,260741.0
3174,Brazil,Male,Total,2006,328782.0
3178,Brazil,Male,15-24,2006,19840.0
3182,Brazil,Male,25-54,2006,118560.0
3185,Brazil,Male,55-64,2006,70080.0
3188,Brazil,Male,65+,2006,120302.0
3191,Brazil,Female,Total,2006,304648.0
3195,Brazil,Female,15-24,2006,17231.0
3198,Brazil,Female,25-54,2006,88543.0
3202,Brazil,Female,55-64,2006,58435.0
3206,Brazil,Female,65+,2006,140439.0
3210,Brazil,Total,15+,2005,635641.0
3214,Brazil,Total,15-64,2005,404568.0
3218,Brazil,Total,15-24,2005,40998.0
3222,Brazil,Total,25+,2005,594643.0
3226,Brazil,Male,15+,2005,350823.0
3230,Brazil,Male,15-64,2005,238307.0
3234,Brazil,Male,15-24,2005,19335.0
3238,Brazil,Male,25+,2005,331488.0
3242,Brazil,Female,15+,2005,284818.0
3246,Brazil,Female,15-64,2005,166261.0
3249,Brazil,Female,15-24,2005,21663.0
3253,Brazil,Female,25+,2005,263155.0
3257,Brazil,Total,Total,2005,635641.0
3261,Brazil,Total,15-24,2005,40998.0
3265,Brazil,Total,25-54,2005,229976.0
3269,Brazil,Total,55-64,2005,133594.0
3273,Brazil,Total,65+,2005,231073.0
3277,Brazil,Male,Total,2005,350823.0
3281,Brazil,Male,15-24,2005,19335.0
3285,Brazil,Male,25-54,2005,139229.0
3289,Brazil,Male,55-64,2005,79743.0
3293,Brazil,Male,65+,2005,112516.0
3297,Brazil,Female,Total,2005,284818.0
3301,Brazil,Female,15-24,2005,21663.0
3305,Brazil,Female,25-54,2005,90747.0
3309,Brazil,Female,55-64,2005,53851.0
3312,Brazil,Female,65+,2005,118557.0
3315,Brazil,Total,15+,2004,633489.0
3319,Brazil,Total,15-64,2004,361725.0
3322,Brazil,Total,15-24,2004,44334.0
3326,Brazil,Total,25+,2004,589155.0
3330,Brazil,Male,15+,2004,321140.0
3334,Brazil,Male,15-64,2004,195723.0
3337,Brazil,Male,15-24,2004,22162.0
3341,Brazil,Male,25+,2004,298978.0
3344,Brazil,Female,15+,2004,312349.0
3348,Brazil,Female,15-64,2004,166002.0
3351,Brazil,Female,15-24,2004,22172.0
3354,Brazil,Female,25+,2004,290177.0
3358,Brazil,Total,Total,2004,633489.0
3362,Brazil,Total,15-24,2004,44334.0
3366,Brazil,Total,25-54,2004,200635.0
3370,Brazil,Total,55-64,2004,116756.0
3373,Brazil,Total,65+,2004,271764.0
3376,Brazil,Male,Total,2004,321140.0
3380,Brazil,Male,15-24,2004,22162.0
3384,Brazil,Male,25-54,2004,117005.0
3387,Brazil,Male,55-64,2004,56556.0
3390,Brazil,Male,65+,2004,125417.0
3393,Brazil,Female,Total,2004,312349.0
3397,Brazil,Female,15-24,2004,22172.0
3400,Brazil,Female,25-54,2004,83630.0
3404,Brazil,Female,55-64,2004,60200.0
3407,Brazil,Female,65+,2004,146347.0
3410,Brazil,Total,15+,2003,646668.0
3414,Brazil,Total,15-64,2003,396720.0
3418,Brazil,Total,15-24,2003,40861.0
3422,Brazil,Total,25+,2003,605807.0
3426,Brazil,Male,15+,2003,353623.0
3430,Brazil,Male,15-64,2003,226353.0
3433,Brazil,Male,15-24,2003,23492.0
3437,Brazil,Male,25+,2003,330131.0
3440,Brazil,Female,15+,2003,293045.0
3444,Brazil,Female,15-64,2003,170367.0
3448,Brazil,Female,15-24,2003,17369.0
3452,Brazil,Female,25+,2003,275676.0
3456,Brazil,Total,Total,2003,646668.0
3460,Brazil,Total,15-24,2003,40861.0
3464,Brazil,Total,25-54,2003,236532.0
3468,Brazil,Total,55-64,2003,119327.0
3472,Brazil,Total,65+,2003,249948.0
3476,Brazil,Male,Total,2003,353623.0
3480,Brazil,Male,15-24,2003,23492.0
3484,Brazil,Male,25-54,2003,138991.0
3487,Brazil,Male,55-64,2003,63870.0
3490,Brazil,Male,65+,2003,127270.0
3493,Brazil,Female,Total,2003,293045.0
3497,Brazil,Female,15-24,2003,17369.0
3501,Brazil,Female,25-54,2003,97541.0
3505,Brazil,Female,55-64,2003,55457.0
3509,Brazil,Female,65+,2003,122678.0
3513,Brazil,Total,15+,2002,633116.0
3517,Brazil,Total,15-64,2002,378228.0
3521,Brazil,Total,15-24,2002,31942.0
3525,Brazil,Total,25+,2002,601174.0
3529,Brazil,Male,15+,2002,341057.0
3533,Brazil,Male,15-64,2002,211898.0
3536,Brazil,Male,15-24,2002,13169.0
3540,Brazil,Male,25+,2002,327888.0
3544,Brazil,Female,15+,2002,292059.0
3548,Brazil,Female,15-64,2002,166330.0
3551,Brazil,Female,15-24,2002,18773.0
3554,Brazil,Female,25+,2002,273286.0
3558,Brazil,Total,Total,2002,633116.0
3562,Brazil,Total,15-24,2002,31942.0
3566,Brazil,Total,25-54,2002,237298.0
3570,Brazil,Total,55-64,2002,108988.0
3574,Brazil,Total,65+,2002,254888.0
3578,Brazil,Male,Total,2002,341057.0
3582,Brazil,Male,15-24,2002,13169.0
3586,Brazil,Male,25-54,2002,145004.0
3589,Brazil,Male,55-64,2002,53725.0
3593,Brazil,Male,65+,2002,129158.99999999999
3596,Brazil,Female,Total,2002,292059.0
3600,Brazil,Female,15-24,2002,18773.0
3603,Brazil,Female,25-54,2002,92294.0
3607,Brazil,Female,55-64,2002,55263.0
3610,Brazil,Female,65+,2002,125729.0
3614,Brazil,Total,15+,2001,678577.0
3618,Brazil,Total,15-64,2001,423493.0
3621,Brazil,Total,15-24,2001,46843.0
3625,Brazil,Total,25+,2001,631734.0
3629,Brazil,Male,15+,2001,352895.0
3633,Brazil,Male,15-64,2001,228938.0
3636,Brazil,Male,15-24,2001,20028.0
3640,Brazil,Male,25+,2001,332867.0
3644,Brazil,Female,15+,2001,325682.0
3648,Brazil,Female,15-64,2001,194555.0
3651,Brazil,Female,15-24,2001,26815.0
3655,Brazil,Female,25+,2001,298867.0
3658,Brazil,Total,Total,2001,678577.0
3662,Brazil,Total,15-24,2001,46843.0
3666,Brazil,Total,25-54,2001,261721.99999999997
3670,Brazil,Total,55-64,2001,114928.0
3673,Brazil,Total,65+,2001,255084.0
3676,Brazil,Male,Total,2001,352895.0
3680,Brazil,Male,15-24,2001,20028.0
3684,Brazil,Male,25-54,2001,144768.0
3688,Brazil,Male,55-64,2001,64141.99999999999
3691,Brazil,Male,65+,2001,123957.0
3694,Brazil,Female,Total,2001,325682.0
3698,Brazil,Female,15-24,2001,26815.0
3702,Brazil,Female,25-54,2001,116954.0
3705,Brazil,Female,55-64,2001,50786.0
3708,Brazil,Female,65+,2001,131127.0
3711,Brazil,Total,15+,1999,668996.0
3715,Brazil,Total,15-64,1999,397727.0
3719,Brazil,Total,15-24,1999,42616.0
3723,Brazil,Total,25+,1999,626380.0
3727,Brazil,Male,15+,1999,349988.0
3731,Brazil,Male,15-64,1999,214529.0
3734,Brazil,Male,15-24,1999,19382.0
3738,Brazil,Male,25+,1999,330606.0
3742,Brazil,Female,15+,1999,319008.0
3746,Brazil,Female,15-64,1999,183198.0
3749,Brazil,Female,15-24,1999,23234.0
3753,Brazil,Female,25+,1999,295774.0
3757,Brazil,Total,Total,1999,668996.0
3761,Brazil,Total,15-24,1999,42616.0
3765,Brazil,Total,25-54,1999,240191.0
3769,Brazil,Total,55-64,1999,114920.0
3773,Brazil,Total,65+,1999,271269.0
3777,Brazil,Male,Total,1999,349988.0
3781,Brazil,Male,15-24,1999,19382.0
3785,Brazil,Male,25-54,1999,130320.0
3788,Brazil,Male,55-64,1999,64827.0
3792,Brazil,Male,65+,1999,135459.0
3795,Brazil,Female,Total,1999,319008.0
3799,Brazil,Female,15-24,1999,23234.0
3803,Brazil,Female,25-54,1999,109871.0
3807,Brazil,Female,55-64,1999,50093.0
3810,Brazil,Female,65+,1999,135810.0
3814,Brazil,Total,15+,1998,711963.0
3818,Brazil,Total,15-64,1998,434067.0
3822,Brazil,Total,15-24,1998,31477.0
3826,Brazil,Total,25+,1998,680486.0
3830,Brazil,Male,15+,1998,379861.0
3834,Brazil,Male,15-64,1998,248190.0
3837,Brazil,Male,15-24,1998,13696.0
3841,Brazil,Male,25+,1998,366165.0
3845,Brazil,Female,15+,1998,332102.0
3849,Brazil,Female,15-64,1998,185877.0
3853,Brazil,Female,15-24,1998,17781.0
3857,Brazil,Female,25+,1998,314321.0
3861,Brazil,Total,Total,1998,711963.0
3865,Brazil,Total,15-24,1998,31477.0
3869,Brazil,Total,25-54,1998,273160.0
3873,Brazil,Total,55-64,1998,129430.0
3877,Brazil,Total,65+,1998,277896.0
3880,Brazil,Male,Total,1998,379861.0
3884,Brazil,Male,15-24,1998,13696.0
3888,Brazil,Male,25-54,1998,156412.0
3892,Brazil,Male,55-64,1998,78082.0
3895,Brazil,Male,65+,1998,131671.0
3898,Brazil,Female,Total,1998,332102.0
3902,Brazil,Female,15-24,1998,17781.0
3906,Brazil,Female,25-54,1998,116748.0
3910,Brazil,Female,55-64,1998,51348.0
3914,Brazil,Female,65+,1998,146225.0
3917,Brazil,Total,15+,1997,664343.0
3921,Brazil,Total,15-64,1997,404742.0
3925,Brazil,Total,15-24,1997,29034.0
3929,Brazil,Total,25+,1997,635309.0
3933,Brazil,Male,15+,1997,353027.0
3937,Brazil,Male,15-64,1997,227005.0
3940,Brazil,Male,15-24,1997,12686.0
3944,Brazil,Male,25+,1997,340341.0
3948,Brazil,Female,15+,1997,311316.0
3952,Brazil,Female,15-64,1997,177737.0
3956,Brazil,Female,15-24,1997,16347.999999999998
3960,Brazil,Female,25+,1997,294968.0
3964,Brazil,Total,Total,1997,664343.0
3968,Brazil,Total,15-24,1997,29034.0
3972,Brazil,Total,25-54,1997,233624.0
3976,Brazil,Total,55-64,1997,142084.0
3980,Brazil,Total,65+,1997,259601.0
3984,Brazil,Male,Total,1997,353027.0
3988,Brazil,Male,15-24,1997,12686.0
3992,Brazil,Male,25-54,1997,130820.0
3996,Brazil,Male,55-64,1997,83499.0
3999,Brazil,Male,65+,1997,126022.0
4002,Brazil,Female,Total,1997,311316.0
4006,Brazil,Female,15-24,1997,16347.999999999998
4010,Brazil,Female,25-54,1997,102804.0
4014,Brazil,Female,55-64,1997,58585.0
4018,Brazil,Female,65+,1997,133579.0
4022,Brazil,Total,15+,1996,712925.0
4026,Brazil,Total,15-64,1996,422564.0
4030,Brazil,Total,15-24,1996,33572.0
4034,Brazil,Total,25+,1996,679353.0
4038,Brazil,Male,15+,1996,373654.0
4042,Brazil,Male,15-64,1996,237592.0
4046,Brazil,Male,15-24,1996,14140.0
4050,Brazil,Male,25+,1996,359514.0
4054,Brazil,Female,15+,1996,339271.0
4058,Brazil,Female,15-64,1996,184972.0
4061,Brazil,Female,15-24,1996,19432.0
4065,Brazil,Female,25+,1996,319839.0
4069,Brazil,Total,Total,1996,712925.0
4073,Brazil,Total,15-24,1996,33572.0
4077,Brazil,Total,25-54,1996,252873.0
4081,Brazil,Total,55-64,1996,136119.0
4085,Brazil,Total,65+,1996,290361.0
4089,Brazil,Male,Total,1996,373654.0
4093,Brazil,Male,15-24,1996,14140.0
4097,Brazil,Male,25-54,1996,144461.0
4101,Brazil,Male,55-64,1996,78991.0
4105,Brazil,Male,65+,1996,136062.0
4109,Brazil,Female,Total,1996,339271.0
4113,Brazil,Female,15-24,1996,19432.0
4117,Brazil,Female,25-54,1996,108412.0
4121,Brazil,Female,55-64,1996,57128.0
4124,Brazil,Female,65+,1996,154299.0
4128,Brazil,Total,15+,1995,692743.0
4132,Brazil,Total,15-64,1995,428135.0
4135,Brazil,Total,15-24,1995,39607.0
4139,Brazil,Total,25+,1995,653136.0
4143,Brazil,Male,15+,1995,368841.0
4147,Brazil,Male,15-64,1995,238704.0
4150,Brazil,Male,15-24,1995,20364.0
4154,Brazil,Male,25+,1995,348477.0
4158,Brazil,Female,15+,1995,323902.0
4162,Brazil,Female,15-64,1995,189431.0
4165,Brazil,Female,15-24,1995,19243.0
4169,Brazil,Female,25+,1995,304659.0
4173,Brazil,Total,Total,1995,692743.0
4177,Brazil,Total,15-24,1995,39607.0
4181,Brazil,Total,25-54,1995,262936.0
4185,Brazil,Total,55-64,1995,125592.0
4188,Brazil,Total,65+,1995,264608.0
4192,Brazil,Male,Total,1995,368841.0
4196,Brazil,Male,15-24,1995,20364.0
4200,Brazil,Male,25-54,1995,141908.0
4204,Brazil,Male,55-64,1995,76432.0
4207,Brazil,Male,65+,1995,130137.0
4210,Brazil,Female,Total,1995,323902.0
4214,Brazil,Female,15-24,1995,19243.0
4218,Brazil,Female,25-54,1995,121028.0
4222,Brazil,Female,55-64,1995,49160.0
4225,Brazil,Female,65+,1995,134471.0
4229,Barbados,Total,15+,2016,3144.0
4233,Barbados,Total,15-64,2016,2704.0
4237,Barbados,Total,15-24,2016,655.0
4241,Barbados,Total,25+,2016,2489.0
4245,Barbados,Male,15+,2016,1404.0
4249,Barbados,Male,15-64,2016,1234.0
4253,Barbados,Male,15-24,2016,175.0
4257,Barbados,Male,25+,2016,1228.0
4261,Barbados,Female,15+,2016,1741.0
4265,Barbados,Female,15-64,2016,1470.0
4269,Barbados,Female,15-24,2016,480.0
4273,Barbados,Female,25+,2016,1261.0
4277,Barbados,Total,Total,2016,3144.0
4281,Barbados,Total,15-24,2016,655.0
4285,Barbados,Total,25-54,2016,1411.0
4289,Barbados,Total,55-64,2016,638.0
4293,Barbados,Total,65+,2016,440.0
4297,Barbados,Male,Total,2016,1404.0
4301,Barbados,Male,15-24,2016,175.0
4305,Barbados,Male,25-54,2016,673.0
4309,Barbados,Male,55-64,2016,386.0
4313,Barbados,Male,65+,2016,169.0
4317,Barbados,Female,Total,2016,1741.0
4321,Barbados,Female,15-24,2016,480.0
4325,Barbados,Female,25-54,2016,738.0
4329,Barbados,Female,55-64,2016,252.0
4333,Barbados,Female,65+,2016,271.0
4337,Canada,Total,15+,2021,9172700.0
4340,Canada,Total,15-64,2021,7239000.0
4343,Canada,Total,15-24,2021,940200.0
4346,Canada,Total,25+,2021,8232500.0
4349,Canada,Male,15+,2021,4446000.0
4352,Canada,Male,15-64,2021,3529000.0
4355,Canada,Male,15-24,2021,483300.0
4358,Canada,Male,25+,2021,3962700.0
4361,Canada,Female,15+,2021,4726700.0
4364,Canada,Female,15-64,2021,3710000.0
4367,Canada,Female,15-24,2021,456900.0
4370,Canada,Female,25+,2021,4269800.0
4373,Canada,Total,Total,2021,9172700.0
4376,Canada,Total,15-24,2021,940200.0
4379,Canada,Total,25-54,2021,4862200.0
4382,Canada,Total,55-64,2021,1436600.0
4385,Canada,Total,65+,2021,1933700.0
4388,Canada,Male,Total,2021,4446000.0
4391,Canada,Male,15-24,2021,483300.0
4394,Canada,Male,25-54,2021,2346200.0
4397,Canada,Male,55-64,2021,699500.0
4400,Canada,Male,65+,2021,917000.0
4403,Canada,Female,Total,2021,4726800.0
4406,Canada,Female,15-24,2021,456900.0
4409,Canada,Female,25-54,2021,2516000.0
4412,Canada,Female,55-64,2021,737100.0
4415,Canada,Female,65+,2021,1016700.0
4418,Canada,Total,Total,2020,8833500.0
4421,Canada,Total,15-24,2020,903500.0
4424,Canada,Total,25-54,2020,4688100.0
4427,Canada,Total,55-64,2020,1356500.0
4430,Canada,Total,65+,2020,1885300.0
4433,Canada,Male,Total,2020,4292400.0
4436,Canada,Male,15-24,2020,476700.0
4439,Canada,Male,25-54,2020,2266200.0
4442,Canada,Male,55-64,2020,663900.0
4445,Canada,Male,65+,2020,885500.0
4448,Canada,Female,Total,2020,4541100.0
4451,Canada,Female,15-24,2020,426800.0
4454,Canada,Female,25-54,2020,2421900.0
4457,Canada,Female,55-64,2020,692600.0
4460,Canada,Female,65+,2020,999800.0
4463,Canada,Total,Total,2019,8745100.0
4466,Canada,Total,15-24,2019,920500.0
4469,Canada,Total,25-54,2019,4636800.0
4472,Canada,Total,55-64,2019,1349600.0
4475,Canada,Total,65+,2019,1838200.0
4478,Canada,Male,Total,2019,4203900.0
4481,Canada,Male,15-24,2019,464200.0
4484,Canada,Male,25-54,2019,2221500.0
4487,Canada,Male,55-64,2019,661200.0
4490,Canada,Male,65+,2019,857000.0
4493,Canada,Female,Total,2019,4541200.0
4496,Canada,Female,15-24,2019,456300.0
4499,Canada,Female,25-54,2019,2415300.0
4502,Canada,Female,55-64,2019,688500.0
4505,Canada,Female,65+,2019,981200.0
4508,Canada,Total,Total,2018,8513000.0
4511,Canada,Total,15-24,2018,869200.0
4514,Canada,Total,25-54,2018,4533900.0
4517,Canada,Total,55-64,2018,1290600.0
4520,Canada,Total,65+,2018,1819300.0
4523,Canada,Male,Total,2018,4115100.0000000005
4526,Canada,Male,15-24,2018,447300.0
4529,Canada,Male,25-54,2018,2182200.0
4532,Canada,Male,55-64,2018,629700.0
4535,Canada,Male,65+,2018,855900.0
4538,Canada,Female,Total,2018,4397800.0
4541,Canada,Female,15-24,2018,421900.0
4544,Canada,Female,25-54,2018,2351600.0
4547,Canada,Female,55-64,2018,660900.0
4550,Canada,Female,65+,2018,963400.0
4553,Canada,Total,Total,2017,8056200.0
4556,Canada,Total,15-24,2017,818000.0
4559,Canada,Total,25-54,2017,4279000.0
4562,Canada,Total,55-64,2017,1234500.0
4565,Canada,Total,65+,2017,1724600.0
4568,Canada,Male,Total,2017,3881700.0
4571,Canada,Male,15-24,2017,421300.0
4574,Canada,Male,25-54,2017,2045600.0
4577,Canada,Male,55-64,2017,602500.0
4580,Canada,Male,65+,2017,812300.0
4583,Canada,Female,Total,2017,4174500.0
4586,Canada,Female,15-24,2017,396700.0
4589,Canada,Female,25-54,2017,2233400.0
4592,Canada,Female,55-64,2017,632100.0
4595,Canada,Female,65+,2017,912400.0
4598,Canada,Total,Total,2016,8032200.0
4601,Canada,Total,15-24,2016,797700.0
4604,Canada,Total,25-54,2016,4274800.0
4607,Canada,Total,55-64,2016,1230700.0
4610,Canada,Total,65+,2016,1729000.0
4613,Canada,Male,Total,2016,3865800.0
4616,Canada,Male,15-24,2016,416300.0
4619,Canada,Male,25-54,2016,2028500.0
4622,Canada,Male,55-64,2016,602300.0
4625,Canada,Male,65+,2016,818700.0
4628,Canada,Female,Total,2016,4166300.0
4631,Canada,Female,15-24,2016,381400.0
4634,Canada,Female,25-54,2016,2246200.0
4637,Canada,Female,55-64,2016,628400.0
4640,Canada,Female,65+,2016,910300.0
4643,Canada,Total,Total,2015,7644600.0
4646,Canada,Total,15-24,2015,727500.0
4649,Canada,Total,25-54,2015,4077800.0
4652,Canada,Total,55-64,2015,1210500.0
4655,Canada,Total,65+,2015,1628800.0
4658,Canada,Male,Total,2015,3664700.0
4661,Canada,Male,15-24,2015,368700.0
4664,Canada,Male,25-54,2015,1946200.0
4667,Canada,Male,55-64,2015,589700.0
4670,Canada,Male,65+,2015,760100.0
4673,Canada,Female,Total,2015,3979900.0
4676,Canada,Female,15-24,2015,358800.0
4679,Canada,Female,25-54,2015,2131600.0
4682,Canada,Female,55-64,2015,620700.0
4685,Canada,Female,65+,2015,868800.0
4688,Canada,Total,Total,2014,7515300.0
4691,Canada,Total,15-24,2014,713800.0
4694,Canada,Total,25-54,2014,3991000.0
4697,Canada,Total,55-64,2014,1168500.0
4700,Canada,Total,65+,2014,1642000.0
4703,Canada,Male,Total,2014,3616100.0
4706,Canada,Male,15-24,2014,364400.0
4709,Canada,Male,25-54,2014,1907700.0
4712,Canada,Male,55-64,2014,573200.0
4715,Canada,Male,65+,2014,770800.0
4718,Canada,Female,Total,2014,3899200.0
4721,Canada,Female,15-24,2014,349400.0
4724,Canada,Female,25-54,2014,2083300.0000000002
4727,Canada,Female,55-64,2014,595300.0
4730,Canada,Female,65+,2014,871200.0
4733,Canada,Total,Total,2013,7283600.0
4736,Canada,Total,15-24,2013,683600.0
4739,Canada,Total,25-54,2013,3927500.0
