,Country,Gender,Age,Year,Population
5478,Chile,Male,15+,2017,329382.0
5482,Chile,Male,15-64,2017,317161.0
5486,Chile,Male,15-24,2017,62744.0
5490,Chile,Male,25+,2017,266638.0
5494,Chile,Female,15+,2017,338244.0
5498,Chile,Female,15-64,2017,323764.0
5502,Chile,Female,15-24,2017,59214.0
5506,Chile,Female,25+,2017,279030.0
5510,Chile,Total,Total,2017,667626.0
5514,Chile,Total,15-24,2017,121958.0
5518,Chile,Total,25-54,2017,482684.0
5522,Chile,Total,55-64,2017,36283.0
5526,Chile,Total,65+,2017,26701.0
5530,Chile,Male,Total,2017,329382.0
5534,Chile,Male,15-24,2017,62744.0
5538,Chile,Male,25-54,2017,238482.0
5542,Chile,Male,55-64,2017,15935.0
5546,Chile,Male,65+,2017,12221.0
5550,Chile,Female,Total,2017,338244.0
5554,Chile,Female,15-24,2017,59214.0
5558,Chile,Female,25-54,2017,244202.0
5562,Chile,Female,55-64,2017,20348.0
5566,Chile,Female,65+,2017,14480.0
5570,Colombia,Total,Total,2018,788925.0
5573,Colombia,Total,15-24,2018,273226.0
5576,Colombia,Total,25-54,2018,475970.0
5579,Colombia,Total,55-64,2018,22129.0
5582,Colombia,Total,65+,2018,17600.0
5585,Colombia,Male,Total,2018,406768.0
5588,Colombia,Male,15-24,2018,135650.0
5591,Colombia,Male,25-54,2018,249060.0
5594,Colombia,Male,55-64,2018,12227.0
5597,Colombia,Male,65+,2018,9831.0
5600,Colombia,Female,Total,2018,382158.0
5603,Colombia,Female,15-24,2018,137576.0
5606,Colombia,Female,25-54,2018,226910.0
5609,Colombia,Female,55-64,2018,9902.0
5612,Colombia,Female,65+,2018,7770.0
5615,Colombia,Total,Total,2017,316454.0
5618,Colombia,Total,15-24,2017,98521.0
5621,Colombia,Total,25-54,2017,190647.0
5624,Colombia,Total,55-64,2017,14830.0
5627,Colombia,Total,65+,2017,12456.0
5630,Colombia,Male,Total,2017,163493.0
5633,Colombia,Male,15-24,2017,48679.0
5636,Colombia,Male,25-54,2017,99306.0
5639,Colombia,Male,55-64,2017,9314.0
5642,Colombia,Male,65+,2017,6194.0
5645,Colombia,Female,Total,2017,152959.0
5648,Colombia,Female,15-24,2017,49842.0
5651,Colombia,Female,25-54,2017,91340.0
5654,Colombia,Female,55-64,2017,5515.0
5657,Colombia,Female,65+,2017,6262.0
5660,Colombia,Total,Total,2016,190182.0
5663,Colombia,Total,15-24,2016,55544.0
5666,Colombia,Total,25-54,2016,110737.0
5669,Colombia,Total,55-64,2016,11635.0
5672,Colombia,Total,65+,2016,12266.0
5675,Colombia,Male,Total,2016,99335.0
5678,Colombia,Male,15-24,2016,28118.0
5681,Colombia,Male,25-54,2016,57856.0
5684,Colombia,Male,55-64,2016,6218.0
5687,Colombia,Male,65+,2016,7143.0
5690,Colombia,Female,Total,2016,90847.0
5693,Colombia,Female,15-24,2016,27426.0
5696,Colombia,Female,25-54,2016,52881.0
5699,Colombia,Female,55-64,2016,5417.0
5702,Colombia,Female,65+,2016,5123.0
5705,Colombia,Total,Total,2015,131130.0
5708,Colombia,Total,15-24,2015,29644.0
5711,Colombia,Total,25-54,2015,79367.0
5714,Colombia,Total,55-64,2015,10869.0
5717,Colombia,Total,65+,2015,11250.0
5720,Colombia,Male,Total,2015,69255.0
5723,Colombia,Male,15-24,2015,13557.0
5726,Colombia,Male,25-54,2015,43239.0
5729,Colombia,Male,55-64,2015,6720.0
5732,Colombia,Male,65+,2015,5739.0
5735,Colombia,Female,Total,2015,61875.0
5738,Colombia,Female,15-24,2015,16087.0
5741,Colombia,Female,25-54,2015,36128.0
5744,Colombia,Female,55-64,2015,4149.0
5747,Colombia,Female,65+,2015,5511.0
5750,Colombia,Total,Total,2014,125398.0
5753,Colombia,Total,15-24,2014,27100.0
5756,Colombia,Total,25-54,2014,76197.0
5759,Colombia,Total,55-64,2014,10449.0
5762,Colombia,Total,65+,2014,11652.0
5765,Colombia,Male,Total,2014,70785.0
5768,Colombia,Male,15-24,2014,13753.0
5771,Colombia,Male,25-54,2014,42908.0
5774,Colombia,Male,55-64,2014,7372.0
5777,Colombia,Male,65+,2014,6752.0
5780,Colombia,Female,Total,2014,54615.0
5783,Colombia,Female,15-24,2014,13348.0
5786,Colombia,Female,25-54,2014,33289.0
5789,Colombia,Female,55-64,2014,3078.0
5792,Colombia,Female,65+,2014,4900.0
5795,Costa Rica,Total,15+,2021,407583.0
5798,Costa Rica,Total,15-64,2021,360017.0
5801,Costa Rica,Total,15-24,2021,48273.0
5804,Costa Rica,Total,25+,2021,359310.0
5807,Costa Rica,Male,15+,2021,194707.0
5810,Costa Rica,Male,15-64,2021,172609.0
5813,Costa Rica,Male,15-24,2021,27954.0
5816,Costa Rica,Male,25+,2021,166753.0
5819,Costa Rica,Female,15+,2021,212876.0
5822,Costa Rica,Female,15-64,2021,187408.0
5825,Costa Rica,Female,15-24,2021,20319.0
5828,Costa Rica,Female,25+,2021,192557.0
5831,Costa Rica,Total,Total,2021,407583.0
5834,Costa Rica,Total,15-24,2021,48273.0
5837,Costa Rica,Total,25-54,2021,271994.0
5840,Costa Rica,Total,55-64,2021,39750.0
5843,Costa Rica,Total,65+,2021,47566.0
5846,Costa Rica,Male,Total,2021,194707.0
5849,Costa Rica,Male,15-24,2021,27954.0
5852,Costa Rica,Male,25-54,2021,123708.0
5855,Costa Rica,Male,55-64,2021,20946.0
5858,Costa Rica,Male,65+,2021,22099.0
5861,Costa Rica,Female,Total,2021,212876.0
5864,Costa Rica,Female,15-24,2021,20319.0
5867,Costa Rica,Female,25-54,2021,148286.0
5870,Costa Rica,Female,55-64,2021,18803.0
5873,Costa Rica,Female,65+,2021,25467.0
5876,Costa Rica,Total,15+,2020,393388.0
5879,Costa Rica,Total,15-64,2020,355845.0
5882,Costa Rica,Total,15-24,2020,46494.0
5885,Costa Rica,Total,25+,2020,346895.0
5888,Costa Rica,Male,15+,2020,183751.0
5891,Costa Rica,Male,15-64,2020,165595.0
5894,Costa Rica,Male,15-24,2020,19444.0
5897,Costa Rica,Male,25+,2020,164307.0
5900,Costa Rica,Female,15+,2020,209637.0
5903,Costa Rica,Female,15-64,2020,190250.0
5906,Costa Rica,Female,15-24,2020,27050.0
5909,Costa Rica,Female,25+,2020,182588.0
5912,Costa Rica,Total,Total,2020,393388.0
5915,Costa Rica,Total,15-24,2020,46494.0
5918,Costa Rica,Total,25-54,2020,270403.0
5921,Costa Rica,Total,55-64,2020,38948.0
5924,Costa Rica,Total,65+,2020,37544.0
5927,Costa Rica,Male,Total,2020,183751.0
5930,Costa Rica,Male,15-24,2020,19444.0
5933,Costa Rica,Male,25-54,2020,126746.0
5936,Costa Rica,Male,55-64,2020,19405.0
5939,Costa Rica,Male,65+,2020,18156.0
5942,Costa Rica,Female,Total,2020,209637.0
5945,Costa Rica,Female,15-24,2020,27050.0
5948,Costa Rica,Female,25-54,2020,143657.0
5951,Costa Rica,Female,55-64,2020,19544.0
5954,Costa Rica,Female,65+,2020,19387.0
5957,Costa Rica,Total,15+,2019,405335.0
5960,Costa Rica,Total,15-64,2019,367191.0
5963,Costa Rica,Total,15-24,2019,59981.0
5966,Costa Rica,Total,25+,2019,345354.0
5969,Costa Rica,Male,15+,2019,190586.0
5972,Costa Rica,Male,15-64,2019,172273.0
5975,Costa Rica,Male,15-24,2019,28973.0
5978,Costa Rica,Male,25+,2019,161613.0
5981,Costa Rica,Female,15+,2019,214750.0
5984,Costa Rica,Female,15-64,2019,194919.0
5987,Costa Rica,Female,15-24,2019,31008.0
5990,Costa Rica,Female,25+,2019,183741.0
5993,Costa Rica,Total,Total,2019,405335.0
5996,Costa Rica,Total,15-24,2019,59981.0
5999,Costa Rica,Total,25-54,2019,267475.0
6002,Costa Rica,Total,55-64,2019,39736.0
6005,Costa Rica,Total,65+,2019,38144.0
6008,Costa Rica,Male,Total,2019,190586.0
6011,Costa Rica,Male,15-24,2019,28973.0
6014,Costa Rica,Male,25-54,2019,123260.0
6017,Costa Rica,Male,55-64,2019,20040.0
6020,Costa Rica,Male,65+,2019,18313.0
6023,Costa Rica,Female,Total,2019,214750.0
6026,Costa Rica,Female,15-24,2019,31008.0
6029,Costa Rica,Female,25-54,2019,144215.0
6032,Costa Rica,Female,55-64,2019,19696.0
6035,Costa Rica,Female,65+,2019,19831.0
6038,Costa Rica,Total,15+,2018,398953.0
6042,Costa Rica,Total,15-64,2018,361847.0
6045,Costa Rica,Total,15-24,2018,66852.0
6048,Costa Rica,Total,25+,2018,332102.0
6052,Costa Rica,Male,15+,2018,193342.0
6055,Costa Rica,Male,15-64,2018,174509.0
6058,Costa Rica,Male,15-24,2018,34831.0
6061,Costa Rica,Male,25+,2018,158512.0
6064,Costa Rica,Female,15+,2018,205611.0
6068,Costa Rica,Female,15-64,2018,187338.0
6071,Costa Rica,Female,15-24,2018,32021.0
6074,Costa Rica,Female,25+,2018,173590.0
6078,Costa Rica,Total,Total,2018,398953.0
6082,Costa Rica,Total,15-24,2018,66852.0
6085,Costa Rica,Total,25-54,2018,257353.0
6088,Costa Rica,Total,55-64,2018,37643.0
6091,Costa Rica,Total,65+,2018,37106.0
6095,Costa Rica,Male,Total,2018,193342.0
6098,Costa Rica,Male,15-24,2018,34831.0
6101,Costa Rica,Male,25-54,2018,120483.0
6104,Costa Rica,Male,55-64,2018,19196.0
6107,Costa Rica,Male,65+,2018,18833.0
6110,Costa Rica,Female,Total,2018,205611.0
6114,Costa Rica,Female,15-24,2018,32021.0
6117,Costa Rica,Female,25-54,2018,136870.0
6120,Costa Rica,Female,55-64,2018,18447.0
6123,Costa Rica,Female,65+,2018,18273.0
6127,Costa Rica,Total,15+,2017,366533.0
6130,Costa Rica,Total,15-64,2017,333060.0
6133,Costa Rica,Total,15-24,2017,56750.0
6136,Costa Rica,Total,25+,2017,309783.0
6139,Costa Rica,Male,15+,2017,179146.0
6142,Costa Rica,Male,15-64,2017,160467.0
6145,Costa Rica,Male,15-24,2017,29466.0
6148,Costa Rica,Male,25+,2017,149680.0
6151,Costa Rica,Female,15+,2017,187387.0
6154,Costa Rica,Female,15-64,2017,172593.0
6157,Costa Rica,Female,15-24,2017,27284.0
6160,Costa Rica,Female,25+,2017,160103.0
6163,Costa Rica,Total,Total,2017,366533.0
6166,Costa Rica,Total,15-24,2017,56750.0
6169,Costa Rica,Total,25-54,2017,239130.0
6172,Costa Rica,Total,55-64,2017,37180.0
6175,Costa Rica,Total,65+,2017,33474.0
6178,Costa Rica,Male,Total,2017,179146.0
6181,Costa Rica,Male,15-24,2017,29466.0
6184,Costa Rica,Male,25-54,2017,113111.0
6187,Costa Rica,Male,55-64,2017,17889.0
6190,Costa Rica,Male,65+,2017,18679.0
6193,Costa Rica,Female,Total,2017,187387.0
6196,Costa Rica,Female,15-24,2017,27284.0
6199,Costa Rica,Female,25-54,2017,126019.0
6202,Costa Rica,Female,55-64,2017,19290.0
6205,Costa Rica,Female,65+,2017,14794.0
6208,Costa Rica,Total,15+,2016,369529.0
6212,Costa Rica,Total,15-64,2016,334551.0
6215,Costa Rica,Total,15-24,2016,54679.0
6218,Costa Rica,Total,25+,2016,314851.0
6222,Costa Rica,Male,15+,2016,185756.0
6226,Costa Rica,Male,15-64,2016,165837.0
6229,Costa Rica,Male,15-24,2016,29647.0
6232,Costa Rica,Male,25+,2016,156109.0
6236,Costa Rica,Female,15+,2016,183774.0
6240,Costa Rica,Female,15-64,2016,168715.0
6243,Costa Rica,Female,15-24,2016,25032.0
6246,Costa Rica,Female,25+,2016,158741.0
6250,Costa Rica,Total,Total,2016,369529.0
6254,Costa Rica,Total,15-24,2016,54679.0
6257,Costa Rica,Total,25-54,2016,243176.0
6261,Costa Rica,Total,55-64,2016,36697.0
6265,Costa Rica,Total,65+,2016,34978.0
6268,Costa Rica,Male,Total,2016,185756.0
6272,Costa Rica,Male,15-24,2016,29647.0
6275,Costa Rica,Male,25-54,2016,118017.0
6278,Costa Rica,Male,55-64,2016,18173.0
6282,Costa Rica,Male,65+,2016,19919.0
6285,Costa Rica,Female,Total,2016,183774.0
6289,Costa Rica,Female,15-24,2016,25032.0
6292,Costa Rica,Female,25-54,2016,125159.0
6296,Costa Rica,Female,55-64,2016,18524.0
6299,Costa Rica,Female,65+,2016,15059.0
6302,Costa Rica,Total,15+,2015,333559.0
6305,Costa Rica,Total,15-64,2015,301284.0
6308,Costa Rica,Total,15-24,2015,52974.0
6311,Costa Rica,Total,25+,2015,280585.0
6314,Costa Rica,Male,15+,2015,167803.0
6317,Costa Rica,Male,15-64,2015,149645.0
6320,Costa Rica,Male,15-24,2015,27071.0
6323,Costa Rica,Male,25+,2015,140732.0
6326,Costa Rica,Female,15+,2015,165756.0
6329,Costa Rica,Female,15-64,2015,151640.0
6332,Costa Rica,Female,15-24,2015,25903.0
6335,Costa Rica,Female,25+,2015,139853.0
6338,Costa Rica,Total,Total,2015,333559.0
6341,Costa Rica,Total,15-24,2015,52974.0
6344,Costa Rica,Total,25-54,2015,216641.0
6347,Costa Rica,Total,55-64,2015,31670.0
6350,Costa Rica,Total,65+,2015,32275.0
6353,Costa Rica,Male,Total,2015,167803.0
6356,Costa Rica,Male,15-24,2015,27071.0
6359,Costa Rica,Male,25-54,2015,106444.0
6362,Costa Rica,Male,55-64,2015,16129.000000000002
6365,Costa Rica,Male,65+,2015,18158.0
6368,Costa Rica,Female,Total,2015,165756.0
6371,Costa Rica,Female,15-24,2015,25903.0
6374,Costa Rica,Female,25-54,2015,110197.0
6377,Costa Rica,Female,55-64,2015,15541.0
6380,Costa Rica,Female,65+,2015,14116.0
6383,Costa Rica,Total,15+,2014,368743.0
6386,Costa Rica,Total,15-64,2014,337204.0
6389,Costa Rica,Total,15-24,2014,72336.0
6392,Costa Rica,Total,25+,2014,296408.0
6395,Costa Rica,Male,15+,2014,183091.0
6398,Costa Rica,Male,15-64,2014,165885.0
6401,Costa Rica,Male,15-24,2014,39183.0
6404,Costa Rica,Male,25+,2014,143908.0
6407,Costa Rica,Female,15+,2014,185652.0
6410,Costa Rica,Female,15-64,2014,171319.0
6413,Costa Rica,Female,15-24,2014,33152.0
6416,Costa Rica,Female,25+,2014,152500.0
6419,Costa Rica,Total,Total,2014,368743.0
6422,Costa Rica,Total,15-24,2014,72336.0
6425,Costa Rica,Total,25-54,2014,234146.0
6428,Costa Rica,Total,55-64,2014,30722.0
6431,Costa Rica,Total,65+,2014,31540.0
6434,Costa Rica,Male,Total,2014,183091.0
6437,Costa Rica,Male,15-24,2014,39183.0
6440,Costa Rica,Male,25-54,2014,111127.0
6443,Costa Rica,Male,55-64,2014,15575.0
6446,Costa Rica,Male,65+,2014,17207.0
6449,Costa Rica,Female,Total,2014,185652.0
6452,Costa Rica,Female,15-24,2014,33152.0
6455,Costa Rica,Female,25-54,2014,123019.0
6458,Costa Rica,Female,55-64,2014,15148.0
6461,Costa Rica,Female,65+,2014,14333.0
6464,Costa Rica,Total,15+,2013,327198.0
6467,Costa Rica,Total,15-64,2013,299772.0
6470,Costa Rica,Total,15-24,2013,62146.0
6473,Costa Rica,Total,25+,2013,265052.0
6476,Costa Rica,Male,15+,2013,164763.0
6479,Costa Rica,Male,15-64,2013,151359.0
6482,Costa Rica,Male,15-24,2013,30412.0
6485,Costa Rica,Male,25+,2013,134352.0
6488,Costa Rica,Female,15+,2013,162434.0
6491,Costa Rica,Female,15-64,2013,148414.0
6494,Costa Rica,Female,15-24,2013,31734.0
6497,Costa Rica,Female,25+,2013,130699.99999999999
6500,Costa Rica,Total,Total,2013,327198.0
6503,Costa Rica,Total,15-24,2013,62146.0
6506,Costa Rica,Total,25-54,2013,205870.0
6509,Costa Rica,Total,55-64,2013,31757.0
6512,Costa Rica,Total,65+,2013,27425.0
6515,Costa Rica,Male,Total,2013,164763.0
6518,Costa Rica,Male,15-24,2013,30412.0
6521,Costa Rica,Male,25-54,2013,105697.0
6524,Costa Rica,Male,55-64,2013,15251.0
6527,Costa Rica,Male,65+,2013,13405.0
6530,Costa Rica,Female,Total,2013,162434.0
6533,Costa Rica,Female,15-24,2013,31734.0
6536,Costa Rica,Female,25-54,2013,100174.0
6539,Costa Rica,Female,55-64,2013,16506.0
6542,Costa Rica,Female,65+,2013,14021.0
6545,Costa Rica,Total,15+,2012,351847.0
6549,Costa Rica,Total,15-64,2012,323310.0
6552,Costa Rica,Total,15-24,2012,61001.0
6556,Costa Rica,Total,25+,2012,290847.0
6560,Costa Rica,Male,15+,2012,175461.0
6564,Costa Rica,Male,15-64,2012,160124.0
6567,Costa Rica,Male,15-24,2012,32052.999999999996
6571,Costa Rica,Male,25+,2012,143408.0
6575,Costa Rica,Female,15+,2012,176387.0
6579,Costa Rica,Female,15-64,2012,163186.0
6582,Costa Rica,Female,15-24,2012,28948.0
6586,Costa Rica,Female,25+,2012,147439.0
6590,Costa Rica,Total,Total,2012,351847.0
6594,Costa Rica,Total,15-24,2012,61001.0
6598,Costa Rica,Total,25-54,2012,229419.0
6602,Costa Rica,Total,55-64,2012,32890.0
6605,Costa Rica,Total,65+,2012,28538.0
6608,Costa Rica,Male,Total,2012,175461.0
6612,Costa Rica,Male,15-24,2012,32052.999999999996
6616,Costa Rica,Male,25-54,2012,113323.0
6620,Costa Rica,Male,55-64,2012,14748.0
6623,Costa Rica,Male,65+,2012,15337.0
6626,Costa Rica,Female,Total,2012,176387.0
6630,Costa Rica,Female,15-24,2012,28948.0
6634,Costa Rica,Female,25-54,2012,116096.0
6638,Costa Rica,Female,55-64,2012,18142.0
6641,Costa Rica,Female,65+,2012,13201.0
6644,Costa Rica,Total,15+,2011,311739.0
6648,Costa Rica,Total,15-64,2011,287299.0
6652,Costa Rica,Total,15-24,2011,62631.0
6656,Costa Rica,Total,25+,2011,249108.0
6660,Costa Rica,Male,15+,2011,160157.0
6664,Costa Rica,Male,15-64,2011,146170.0
6668,Costa Rica,Male,15-24,2011,33327.0
6672,Costa Rica,Male,25+,2011,126830.0
6676,Costa Rica,Female,15+,2011,151582.0
6680,Costa Rica,Female,15-64,2011,141128.0
6684,Costa Rica,Female,15-24,2011,29304.0
6688,Costa Rica,Female,25+,2011,122278.0
6692,Costa Rica,Total,Total,2011,311739.0
6696,Costa Rica,Total,15-24,2011,62631.0
6700,Costa Rica,Total,25-54,2011,199610.0
6704,Costa Rica,Total,55-64,2011,25058.0
6708,Costa Rica,Total,65+,2011,24440.0
6712,Costa Rica,Male,Total,2011,160157.0
6716,Costa Rica,Male,15-24,2011,33327.0
6720,Costa Rica,Male,25-54,2011,100972.0
6724,Costa Rica,Male,55-64,2011,11872.0
6728,Costa Rica,Male,65+,2011,13987.0
6732,Costa Rica,Female,Total,2011,151582.0
6736,Costa Rica,Female,15-24,2011,29304.0
6740,Costa Rica,Female,25-54,2011,98638.0
6744,Costa Rica,Female,55-64,2011,13187.0
6748,Costa Rica,Female,65+,2011,10453.0
6752,Costa Rica,Total,15+,2010,339056.0
6756,Costa Rica,Total,15-64,2010,310597.0
6760,Costa Rica,Total,15-24,2010,72464.0
6764,Costa Rica,Total,25+,2010,266592.0
6768,Costa Rica,Male,15+,2010,155789.0
6772,Costa Rica,Male,15-64,2010,141530.0
6776,Costa Rica,Male,15-24,2010,34012.0
6780,Costa Rica,Male,25+,2010,121777.0
6784,Costa Rica,Female,15+,2010,183267.0
6788,Costa Rica,Female,15-64,2010,169067.0
6792,Costa Rica,Female,15-24,2010,38452.0
6796,Costa Rica,Female,25+,2010,144815.0
6800,Costa Rica,Total,Total,2010,339056.0
6804,Costa Rica,Total,15-24,2010,72464.0
6808,Costa Rica,Total,25-54,2010,205772.0
6812,Costa Rica,Total,55-64,2010,32360.999999999996
6816,Costa Rica,Total,65+,2010,28459.0
6820,Costa Rica,Male,Total,2010,155789.0
6824,Costa Rica,Male,15-24,2010,34012.0
6828,Costa Rica,Male,25-54,2010,92508.0
6832,Costa Rica,Male,55-64,2010,15010.0
6836,Costa Rica,Male,65+,2010,14259.0
6840,Costa Rica,Female,Total,2010,183267.0
6844,Costa Rica,Female,15-24,2010,38452.0
6848,Costa Rica,Female,25-54,2010,113264.0
6852,Costa Rica,Female,55-64,2010,17351.0
6856,Costa Rica,Female,65+,2010,14200.0
6860,Costa Rica,Total,15+,2009,131.0
6870,Costa Rica,Total,25+,2009,131.0
6874,Costa Rica,Male,15+,2009,131.0
6884,Costa Rica,Male,25+,2009,131.0
6900,Costa Rica,Total,Total,2009,131.0
6907,Costa Rica,Total,25-54,2009,131.0
6917,Costa Rica,Male,Total,2009,131.0
6924,Costa Rica,Male,25-54,2009,131.0
7038,Costa Rica,Total,15+,2007,286699.0
7042,Costa Rica,Total,15-64,2007,267541.0
7046,Costa Rica,Total,15-24,2007,71070.0
7050,Costa Rica,Total,25+,2007,215629.0
7054,Costa Rica,Male,15+,2007,139412.0
7058,Costa Rica,Male,15-64,2007,129406.0
7062,Costa Rica,Male,15-24,2007,34584.0
7066,Costa Rica,Male,25+,2007,104828.0
7070,Costa Rica,Female,15+,2007,147287.0
7074,Costa Rica,Female,15-64,2007,138135.0
7078,Costa Rica,Female,15-24,2007,36486.0
7082,Costa Rica,Female,25+,2007,110801.0
7086,Costa Rica,Total,Total,2007,286699.0
7090,Costa Rica,Total,15-24,2007,71070.0
7094,Costa Rica,Total,25-54,2007,173936.0
7098,Costa Rica,Total,55-64,2007,22535.0
7102,Costa Rica,Total,65+,2007,19158.0
7106,Costa Rica,Male,Total,2007,139412.0
7110,Costa Rica,Male,15-24,2007,34584.0
7114,Costa Rica,Male,25-54,2007,82528.0
7118,Costa Rica,Male,55-64,2007,12294.0
7122,Costa Rica,Male,65+,2007,10006.0
7126,Costa Rica,Female,Total,2007,147287.0
7130,Costa Rica,Female,15-24,2007,36486.0
7134,Costa Rica,Female,25-54,2007,91408.0
7138,Costa Rica,Female,55-64,2007,10241.0
7142,Costa Rica,Female,65+,2007,9152.0
7146,Costa Rica,Total,15+,2006,280238.0
7150,Costa Rica,Total,15-64,2006,261555.0
7154,Costa Rica,Total,15-24,2006,66625.0
7158,Costa Rica,Total,25+,2006,213613.0
7162,Costa Rica,Male,15+,2006,135406.0
7166,Costa Rica,Male,15-64,2006,126322.0
7170,Costa Rica,Male,15-24,2006,33359.0
7174,Costa Rica,Male,25+,2006,102047.0
7178,Costa Rica,Female,15+,2006,144832.0
7182,Costa Rica,Female,15-64,2006,135233.0
7186,Costa Rica,Female,15-24,2006,33266.0
7190,Costa Rica,Female,25+,2006,111566.0
7194,Costa Rica,Total,Total,2006,280238.0
7198,Costa Rica,Total,15-24,2006,66625.0
7202,Costa Rica,Total,25-54,2006,177252.0
7206,Costa Rica,Total,55-64,2006,17678.0
7210,Costa Rica,Total,65+,2006,18683.0
7214,Costa Rica,Male,Total,2006,135406.0
7218,Costa Rica,Male,15-24,2006,33359.0
7222,Costa Rica,Male,25-54,2006,83423.0
7226,Costa Rica,Male,55-64,2006,9540.0
7230,Costa Rica,Male,65+,2006,9084.0
7234,Costa Rica,Female,Total,2006,144832.0
7238,Costa Rica,Female,15-24,2006,33266.0
7242,Costa Rica,Female,25-54,2006,93829.0
7246,Costa Rica,Female,55-64,2006,8138.0
7250,Costa Rica,Female,65+,2006,9599.0
7254,Costa Rica,Total,15+,2005,277260.0
7258,Costa Rica,Total,15-64,2005,256382.99999999997
7262,Costa Rica,Total,15-24,2005,65713.0
7266,Costa Rica,Total,25+,2005,211547.0
7270,Costa Rica,Male,15+,2005,135809.0
7274,Costa Rica,Male,15-64,2005,125871.0
7278,Costa Rica,Male,15-24,2005,31185.0
7282,Costa Rica,Male,25+,2005,104624.0
7286,Costa Rica,Female,15+,2005,141451.0
7290,Costa Rica,Female,15-64,2005,130512.0
7294,Costa Rica,Female,15-24,2005,34528.0
7298,Costa Rica,Female,25+,2005,106923.0
7302,Costa Rica,Total,Total,2005,277260.0
7306,Costa Rica,Total,15-24,2005,65713.0
7310,Costa Rica,Total,25-54,2005,173937.0
7314,Costa Rica,Total,55-64,2005,16733.0
7318,Costa Rica,Total,65+,2005,20877.0
7322,Costa Rica,Male,Total,2005,135809.0
7326,Costa Rica,Male,15-24,2005,31185.0
7330,Costa Rica,Male,25-54,2005,85386.0
7334,Costa Rica,Male,55-64,2005,9300.0
7338,Costa Rica,Male,65+,2005,9938.0
7342,Costa Rica,Female,Total,2005,141451.0
7346,Costa Rica,Female,15-24,2005,34528.0
7350,Costa Rica,Female,25-54,2005,88551.0
7354,Costa Rica,Female,55-64,2005,7433.0
7358,Costa Rica,Female,65+,2005,10939.0
7362,Costa Rica,Total,15+,2004,262865.0
7366,Costa Rica,Total,15-64,2004,244708.0
7370,Costa Rica,Total,15-24,2004,62741.0
7374,Costa Rica,Total,25+,2004,200124.0
7378,Costa Rica,Male,15+,2004,128690.0
7382,Costa Rica,Male,15-64,2004,119815.0
7386,Costa Rica,Male,15-24,2004,31252.0
7390,Costa Rica,Male,25+,2004,97438.0
7394,Costa Rica,Female,15+,2004,134175.0
7398,Costa Rica,Female,15-64,2004,124893.0
7402,Costa Rica,Female,15-24,2004,31489.0
7406,Costa Rica,Female,25+,2004,102686.0
7410,Costa Rica,Total,Total,2004,262865.0
7414,Costa Rica,Total,15-24,2004,62741.0
7418,Costa Rica,Total,25-54,2004,164043.0
7422,Costa Rica,Total,55-64,2004,17924.0
7426,Costa Rica,Total,65+,2004,18157.0
7430,Costa Rica,Male,Total,2004,128690.0
7434,Costa Rica,Male,15-24,2004,31252.0
7438,Costa Rica,Male,25-54,2004,79119.0
7442,Costa Rica,Male,55-64,2004,9444.0
7446,Costa Rica,Male,65+,2004,8875.0
7450,Costa Rica,Female,Total,2004,134175.0
7454,Costa Rica,Female,15-24,2004,31489.0
7458,Costa Rica,Female,25-54,2004,84924.0
7462,Costa Rica,Female,55-64,2004,8480.0
7466,Costa Rica,Female,65+,2004,9282.0
7470,Costa Rica,Total,15+,2003,255390.0
7474,Costa Rica,Total,15-64,2003,237952.0
7478,Costa Rica,Total,15-24,2003,70364.0
7482,Costa Rica,Total,25+,2003,185026.0
7486,Costa Rica,Male,15+,2003,122444.0
7490,Costa Rica,Male,15-64,2003,113078.0
7494,Costa Rica,Male,15-24,2003,34375.0
7498,Costa Rica,Male,25+,2003,88069.0
7502,Costa Rica,Female,15+,2003,132946.0
7506,Costa Rica,Female,15-64,2003,124874.0
7510,Costa Rica,Female,15-24,2003,35989.0
7514,Costa Rica,Female,25+,2003,96957.0
7518,Costa Rica,Total,Total,2003,255390.0
7522,Costa Rica,Total,15-24,2003,70364.0
7526,Costa Rica,Total,25-54,2003,154114.0
7530,Costa Rica,Total,55-64,2003,13474.0
7534,Costa Rica,Total,65+,2003,17438.0
7538,Costa Rica,Male,Total,2003,122444.0
7542,Costa Rica,Male,15-24,2003,34375.0
7546,Costa Rica,Male,25-54,2003,72998.0
7550,Costa Rica,Male,55-64,2003,5705.0
7554,Costa Rica,Male,65+,2003,9366.0
7558,Costa Rica,Female,Total,2003,132946.0
7562,Costa Rica,Female,15-24,2003,35989.0
7566,Costa Rica,Female,25-54,2003,81116.0
7570,Costa Rica,Female,55-64,2003,7769.0
7574,Costa Rica,Female,65+,2003,8071.999999999999
8145,Ecuador,Total,15+,2021,305859.0
8148,Ecuador,Total,15-64,2021,282588.0
8151,Ecuador,Total,15-24,2021,73333.0
8154,Ecuador,Total,25+,2021,232526.0
8157,Ecuador,Male,15+,2021,146992.0
8160,Ecuador,Male,15-64,2021,135206.0
8163,Ecuador,Male,15-24,2021,37051.0
8166,Ecuador,Male,25+,2021,109941.0
8169,Ecuador,Female,15+,2021,158868.0
8172,Ecuador,Female,15-64,2021,147382.0
8175,Ecuador,Female,15-24,2021,36282.0
8178,Ecuador,Female,25+,2021,122585.0
8181,Ecuador,Total,Total,2021,305859.0
